,user_id,user_screen_name,user_name,text,personality_type
0,41188903,minordissent,Max 58K,@BowTiedDoe @artemis_458 @redhandsofdawn ISFJ mask is usually pretty easy to get through if they like you at all. T… https://t.co/PZNK9B8O8G,ISFJ
1,1199581659923763201,neovision_,nat🍳,Very isfj of me,ISFJ
2,1658752167451172864,d0kyeomthinker,robyn☆¹⁷,"RT @adorbs_aya: ~day 05💌
hello ! i'm aranya &gt;&lt;
-she/her | thai | '06 line | isfj
-not new to #stantwt/#kpoptwt
-preferably dive, once, fear…",ISFJ
3,1258286491429732352,taeraeult,dee,the way im an isfj but probably only 2% of J cause why am i so different if i compare myself with him 😭 https://t.co/57VAzQ2Rez,ISFJ
4,1166954697674018816,Beshine65919992,mint💚,RT @ovationprod: Fun Fact: Did you know Jaehyun is the only extrovert in the unit? He is an ESFP while Doyoung and Jungwoo are an ISFJ and…,ISFJ
5,1627615546136236034,kyupinsdomain,kyupi,"From personal experience I really don't recommend taking tests for mbti, even if you're using one for functions; Th… https://t.co/7B6GeHYED0",ISFJ
6,1475434085963026432,mingkyeomver,sam𖧷✨🫶 saw svt & enha,RT @ovationprod: Fun Fact: Did you know Jaehyun is the only extrovert in the unit? He is an ESFP while Doyoung and Jungwoo are an ISFJ and…,ISFJ
7,1617084723498733568,rie_vhy,Rie,"RT @adorbs_aya: ~day 05💌
hello ! i'm aranya &gt;&lt;
-she/her | thai | '06 line | isfj
-not new to #stantwt/#kpoptwt
-preferably dive, once, fear…",ISFJ
8,1447608724646944774,Sasamalis,samalis💙🏴‍☠️,The test I took here says I'm ISFJ and I checked the test I took officially and it says I'm an ISFP. I guess I will… https://t.co/PkVpbKK16K,ISFJ
9,1188408346530873344,jjlovers2313,Miss Angst,RT @ovationprod: Fun Fact: Did you know Jaehyun is the only extrovert in the unit? He is an ESFP while Doyoung and Jungwoo are an ISFJ and…,ISFJ
10,1601614290712408064,adorable_wonyy,𝐸𝑚𝑖𝑙𝑦. ☁︎ | ifb !,"RT @adorbs_aya: ~day 05💌
hello ! i'm aranya &gt;&lt;
-she/her | thai | '06 line | isfj
-not new to #stantwt/#kpoptwt
-preferably dive, once, fear…",ISFJ
11,1001260524997197826,iamangiehagupit,IamAngie,RT @ovationprod: Fun Fact: Did you know Jaehyun is the only extrovert in the unit? He is an ESFP while Doyoung and Jungwoo are an ISFJ and…,ISFJ
12,443565317,jaehyxnt,.Fadit Evánder,RT @ovationprod: Fun Fact: Did you know Jaehyun is the only extrovert in the unit? He is an ESFP while Doyoung and Jungwoo are an ISFJ and…,ISFJ
13,1257075477468110849,itsriridelreY,♱,Isfj atp the universe is playing with me💀,ISFJ
14,273323743,aorrrd,อ้อหรอคะ 😒,RT @ovationprod: Fun Fact: Did you know Jaehyun is the only extrovert in the unit? He is an ESFP while Doyoung and Jungwoo are an ISFJ and…,ISFJ
15,1332296296875560961,Camisu01,Cassie | RE:VALE WEDDING,"@starryamada Weirdly enough, I believe isfj is the most common mbti out there?? So many different animanga characte… https://t.co/FlnAoB03Ht",ISFJ
16,1504927783021158407,ahngyeongjun,안경준 | 문빈 사랑해🌙 | 금/아민 월 | CIX 컴백 D-10 | 크래비티 D-30,💙: if I don’t marry an isfj (Seonghwa) I might d word,ISFJ
17,1590463734375251968,starryamada,ash cr: Shoujo on Viz ✨,@Camisu01 it's so fun seeing how different all my moots are!!! having isfj feels so unique?? also Sasara &lt;3,ISFJ
18,1139078694276755456,earthkhundin,ㅇㅇ Earth (ᓀ‸ᓂ),RT @ovationprod: Fun Fact: Did you know Jaehyun is the only extrovert in the unit? He is an ESFP while Doyoung and Jungwoo are an ISFJ and…,ISFJ
19,1629489111278186496,stawbishani,aèri | busy,"RT @adorbs_aya: ~day 05💌
hello ! i'm aranya &gt;&lt;
-she/her | thai | '06 line | isfj
-not new to #stantwt/#kpoptwt
-preferably dive, once, fear…",ISFJ
20,1500046252763152384,isfj_like_95z,최애차애러브,"RT @_nuna_V: ✦
𝐁𝐓𝐒'𝐬 𝟏𝟎𝒕𝒉 𝑨𝒏𝒏𝒊𝒗𝒆𝒓𝒔𝒂𝒓𝒚 
𝒇𝒓𝒐𝒎 𝐍𝐔𝐍𝐀 𝐕

✧ 𝐕𝐞𝐚𝐮𝐭𝐢𝐟𝐮𝐥 𝐃𝐚𝐲𝐬 .•°
-
🎠𝙿𝙾𝙿 𝚄𝙿 &amp; 𝚖𝚒𝚗𝚒 𝙴𝚇𝙷𝙸𝙱𝙸𝚃𝙸𝙾𝙽
𝟸𝟹.𝟶𝟼.𝟶𝟿 - 𝟶𝟼.𝟷𝟹
-
🎟️𝚃𝙸𝙲𝙺𝙴𝚃 𝙾𝙿𝙴𝙽 : 𝟶𝟻.…",ISFJ
21,1399224171092078592,JKarteu,rowie ♡,RT @ovationprod: Fun Fact: Did you know Jaehyun is the only extrovert in the unit? He is an ESFP while Doyoung and Jungwoo are an ISFJ and…,ISFJ
22,1638037918777483264,Ielle510865006,Ielle | lf moots 🤞,"RT @adorbs_aya: ~day 05💌
hello ! i'm aranya &gt;&lt;
-she/her | thai | '06 line | isfj
-not new to #stantwt/#kpoptwt
-preferably dive, once, fear…",ISFJ
23,1287222540050391041,bakuflamez,» Ash,"RT @G00DRIDDXNCE: ⚕  HIDEYOSHI KAI.⠀

           dominant, pansexual.
              student!au, n/sfw. 
                 aquarius — isfj.…",ISFJ
24,1650397202626519041,1gyaon,arlea,"RT @adorbs_aya: ~day 05💌
hello ! i'm aranya &gt;&lt;
-she/her | thai | '06 line | isfj
-not new to #stantwt/#kpoptwt
-preferably dive, once, fear…",ISFJ
25,1212028140379234309,LifeRic115,Life’s Ric,"RT @adorbs_aya: ~day 05💌
hello ! i'm aranya &gt;&lt;
-she/her | thai | '06 line | isfj
-not new to #stantwt/#kpoptwt
-preferably dive, once, fear…",ISFJ
26,1629480663589048321,adorbs_aya,♡ aranya | mysd 📌,"~day 05💌
hello ! i'm aranya &gt;&lt;
-she/her | thai | '06 line | isfj
-not new to #stantwt/#kpoptwt
-preferably dive, on… https://t.co/VStgMv8J4m",ISFJ
27,1622653414533472256,pcisonmind,Amir // vsdms,"RT @G00DRIDDXNCE: ⚕  HIDEYOSHI KAI.⠀

           dominant, pansexual.
              student!au, n/sfw. 
                 aquarius — isfj.…",ISFJ
28,976981925125672960,angeIicstars,kai || off for vacation,"RT @G00DRIDDXNCE: ⚕  HIDEYOSHI KAI.⠀

           dominant, pansexual.
              student!au, n/sfw. 
                 aquarius — isfj.…",ISFJ
29,1609271852731596802,tumiklop,sho | hiatus,"RT @G00DRIDDXNCE: ⚕  HIDEYOSHI KAI.⠀

           dominant, pansexual.
              student!au, n/sfw. 
                 aquarius — isfj.…",ISFJ
30,1059888193812627457,bad_bessy,BigBadBessy,RT @kellyonelani: more characters that are labeled as isfj~ https://t.co/Xv9LcMNlgh,ISFJ
31,1488453684400902145,127Feed,SHALALA💚#FREE 127,RT @ovationprod: Fun Fact: Did you know Jaehyun is the only extrovert in the unit? He is an ESFP while Doyoung and Jungwoo are an ISFJ and…,ISFJ
32,1081445802290106369,AdamW_2018,An Adamer 🤎🌍||🇲🇽🏳️‍🌈,what do we think Adam's personality type is? I think it's Istj or Isfj,ISFJ
33,128935185,JiployJsPark,ʝıρlσყ 🌹TY ₛₕₐₗₐₗₐ🌹,RT @ovationprod: Fun Fact: Did you know Jaehyun is the only extrovert in the unit? He is an ESFP while Doyoung and Jungwoo are an ISFJ and…,ISFJ
34,1439738709088296964,soyfxrt,Fer²³ - LUCAS IS 🆓,RT @ovationprod: Fun Fact: Did you know Jaehyun is the only extrovert in the unit? He is an ESFP while Doyoung and Jungwoo are an ISFJ and…,ISFJ
35,1630521673551323136,molevizen,ًlevi.,"RT @G00DRIDDXNCE: ⚕  HIDEYOSHI KAI.⠀

           dominant, pansexual.
              student!au, n/sfw. 
                 aquarius — isfj.…",ISFJ
36,1174582361528258560,rishelle1485,Rishelle Anne,RT @ovationprod: Fun Fact: Did you know Jaehyun is the only extrovert in the unit? He is an ESFP while Doyoung and Jungwoo are an ISFJ and…,ISFJ
37,2282856325,YolandaGs07,Yori Goma,RT @ovationprod: Fun Fact: Did you know Jaehyun is the only extrovert in the unit? He is an ESFP while Doyoung and Jungwoo are an ISFJ and…,ISFJ
