,user_id,user_screen_name,user_name,text,personality_type
0,1476221448301781004,iCatHirano,tommy,"add ur mbti and put 4 characters that have the same mbti: ESFP

acho uma mentira o sasaki ser esfp… https://t.co/5g20MZQBVe",ESFP
1,1331620633726259200,ssefnum,"Ssefnum ON, cek likes. 💚",I'm attempting to gain a lot of new comrades. Here's I shout out my bestowing warmest regards as a start. I go by h… https://t.co/gRELCVnqFf,ESFP
2,1413989205890457601,HIRA_SHIZU,𝐓𝐇𝐄𝐘 𝐂𝐀𝐋𝐋 𝐌𝐄 𝐇𝐈𝐑𝐀 𒉭,@noandany I only have esfp and infp friends and I really want to have entj and intp friends (specially intps),ESFP
3,1389755533469515776,neworderslut,Steven The Second🔞🐶,im an esfp what does that mean,ESFP
4,2297770533,esfp_7,🕯️,"“If you’re going through hell, keep going “",ESFP
5,1011100897315733504,mbtitime,MJ ☻ Jungian Onion,"¯\_(ツ)_/¯ do you:
a. forgive 
b. forget 
c. cut off 
d. depends ?

#16personalities #mbtimemes #personality #INFP… https://t.co/QkxMAm5VEF",ESFP
6,1499123808514494465,luvrplu,pluto ♡ caitlin 🎧 cae day !,"RT @ilovemongmong: hii, I'm rinn ! ♡ I'm currently looking for interactive moots. Any fandom will do !
 
#stantwt #kpoptwt
About my me..
--…",ESFP
7,828670856956100612,inkedinoir,lyra,"RT @gIasscherries: ⠀
       mikaela langdon. 
       twenty-five. british. esfp.
       capricorn. bisexual. https://t.co/SpNPZDfDvR 
⠀ htt…",ESFP
8,1419078670283460610,buddycaratnaV,"qis🤟 loves umji, jay & joshua","@YumOnigiri but i tried soulmate mbti partner using kstone, i got esfp as my partner 😚😚 so we still have a chance 😙😙",ESFP
9,1267453848311853056,YumOnigiri,belle | A proud Jaystar🌟 but loving zb1,"@buddycaratnaV Esfp, every my enfp oomfies are disaster with me",ESFP
10,1331348780864696322,sangokakutrees,sitara hates thua !! 🌺,"esfp - out of all 8 cognitive functions, here are your top 4 strongest !! https://t.co/vfl2ABiLL1",ESFP
11,1267453848311853056,YumOnigiri,belle | A proud Jaystar🌟 but loving zb1,@wintersprinkle @nelenelifee98 The world hates esfp i guess bye world nice knowing you,ESFP
12,880952849860919296,monoceali,pin,"Add your MBTI and put 4 characters that have the same type

I'm ESFP https://t.co/lijoXVGkkK https://t.co/ZC9hcmfAMN",ESFP
13,1162750642185576451,eu3yu,✘,"add ur mbti and put 4 characters that have the same mbti:

Im an esfp https://t.co/Clei23eZsG https://t.co/5ps5AliK5M",ESFP
14,1491614777268834306,svcellie,ؘؘ,"RT @ilovemongmong: hii, I'm rinn ! ♡ I'm currently looking for interactive moots. Any fandom will do !
 
#stantwt #kpoptwt
About my me..
--…",ESFP
15,850783727395491840,Migsssg,Mιgυ,"add ur mbti and put 4 characters that have the same mbti: ESFP
Ole https://t.co/WDsl7L369s https://t.co/qy9gsjEkUT",ESFP
16,1372593287077498885,STRAYXDOGGO,* 𝕾𝐭𝐫𝐚𝐲 𝐝𝐨𝐠.,"RT @STRAYXDOGGO: ⠀⠀

𝐄𝐒𝐅𝐏:  extraverted, sensing, feeling, perceiving.  people with ESFP personality types are often described as spontaneo…",ESFP
