,user_id,user_screen_name,user_name,words,personality_type
0,41188903,minordissent,Max 58K,"['isfj', 'mask', 'usually', 'pretty', 'easy', 'get', 'like']",ISFJ
1,1199581659923763201,neovision_,nat🍳,['isfj'],ISFJ
2,1658752167451172864,d0kyeomthinker,robyn☆¹⁷,"['day', '05love', 'letter', 'hello', 'im', 'aranya', 'gtlt', 'sheher', 'thai', '06', 'line', 'isfj', 'new', 'preferably', 'dive', 'fear']",ISFJ
3,1258286491429732352,taeraeult,dee,"['way', 'im', 'isfj', 'probably', '2', 'j', 'cause', 'different', 'compare', 'loudly', 'cry', 'face']",ISFJ
4,1166954697674018816,Beshine65919992,mint💚,"['fun', 'fact', 'know', 'jaehyun', 'extrovert', 'unit', 'esfp', 'doyoung', 'jungwoo', 'isfj']",ISFJ
5,1627615546136236034,kyupinsdomain,kyupi,"['personal', 'experience', 'really', 'dont', 'recommend', 'taking', 'test', 'mbti', 'even', 'youre', 'using', 'one', 'function', 'th']",ISFJ
6,1475434085963026432,mingkyeomver,sam𖧷✨🫶 saw svt & enha,"['fun', 'fact', 'know', 'jaehyun', 'extrovert', 'unit', 'esfp', 'doyoung', 'jungwoo', 'isfj']",ISFJ
7,1617084723498733568,rie_vhy,Rie,"['day', '05love', 'letter', 'hello', 'im', 'aranya', 'gtlt', 'sheher', 'thai', '06', 'line', 'isfj', 'new', 'preferably', 'dive', 'fear']",ISFJ
8,1447608724646944774,Sasamalis,samalis💙🏴‍☠️,"['test', 'took', 'say', 'im', 'isfj', 'checked', 'test', 'took', 'officially', 'say', 'im', 'isfp', 'guess']",ISFJ
9,1188408346530873344,jjlovers2313,Miss Angst,"['fun', 'fact', 'know', 'jaehyun', 'extrovert', 'unit', 'esfp', 'doyoung', 'jungwoo', 'isfj']",ISFJ
10,1601614290712408064,adorable_wonyy,𝐸𝑚𝑖𝑙𝑦. ☁︎ | ifb !,"['day', '05love', 'letter', 'hello', 'im', 'aranya', 'gtlt', 'sheher', 'thai', '06', 'line', 'isfj', 'new', 'preferably', 'dive', 'fear']",ISFJ
11,1001260524997197826,iamangiehagupit,IamAngie,"['fun', 'fact', 'know', 'jaehyun', 'extrovert', 'unit', 'esfp', 'doyoung', 'jungwoo', 'isfj']",ISFJ
12,443565317,jaehyxnt,.Fadit Evánder,"['fun', 'fact', 'know', 'jaehyun', 'extrovert', 'unit', 'esfp', 'doyoung', 'jungwoo', 'isfj']",ISFJ
13,1257075477468110849,itsriridelreY,♱,"['isfj', 'atp', 'universe', 'playing', 'meskull']",ISFJ
14,273323743,aorrrd,อ้อหรอคะ 😒,"['fun', 'fact', 'know', 'jaehyun', 'extrovert', 'unit', 'esfp', 'doyoung', 'jungwoo', 'isfj']",ISFJ
15,1332296296875560961,Camisu01,Cassie | RE:VALE WEDDING,"['weirdly', 'enough', 'believe', 'isfj', 'common', 'mbti', 'many', 'different', 'animanga', 'characte']",ISFJ
16,1504927783021158407,ahngyeongjun,안경준 | 문빈 사랑해🌙 | 금/아민 월 | CIX 컴백 D-10 | 크래비티 D-30,"['blue', 'heart', 'dont', 'marry', 'isfj', 'seonghwa', 'might', 'word']",ISFJ
17,1590463734375251968,starryamada,ash cr: Shoujo on Viz ✨,"['fun', 'seeing', 'different', 'moot', 'isfj', 'feel', 'unique', 'also', 'sasara', 'lt3']",ISFJ
18,1139078694276755456,earthkhundin,ㅇㅇ Earth (ᓀ‸ᓂ),"['fun', 'fact', 'know', 'jaehyun', 'extrovert', 'unit', 'esfp', 'doyoung', 'jungwoo', 'isfj']",ISFJ
19,1629489111278186496,stawbishani,aèri | busy,"['day', '05love', 'letter', 'hello', 'im', 'aranya', 'gtlt', 'sheher', 'thai', '06', 'line', 'isfj', 'new', 'preferably', 'dive', 'fear']",ISFJ
