,user_id,user_screen_name,user_name,sentences,personality_type
0,1474887642886012929,spideydjo,stevie,['oh eye ive done test multiple time ive gotten enfp estp think twice'],ESTP
1,1559510827950030848,_GEKK0U,rory 🌕 d5,['hater mad bc im estp'],ESTP
2,1138299293658492929,J00NSAT7RN,hannah⁷ SAW AGUST D x2 🥢,['day 12 looking interactive moot kaden hehim estp mainly bg stan im stay p1ece lyon army e'],ESTP
3,1544552012490088449,thatlemmon,Lemmon★★★★★DM LIMIT,['day 12 looking interactive moot kaden hehim estp mainly bg stan im stay p1ece lyon army e'],ESTP
4,1011100897315733504,mbtitime,MJ ☻ Jungian Onion,['_ツ_ forgive b forget c cut depends'],ESTP
5,1437315801657208839,marziethepan,❧ marzie,['redesign sunsmiling face sunglassesfireworkssparkler'],ESTP
6,1462627742051192836,lachimonaraa,lauren loves kayden,['add mbti put four character mbti estp see happen really fucked'],ESTP
7,1634112240386453504,ilovemongmong,rinn ! ♡ lf moots,['day 11 looking interactive moot kaden hehim estp mainly bg stan im stay p1ece lyon army e'],ESTP
8,1550835888414158848,jnrixs,rxs || finding moots,['hii im krez looking friendly interactive moot filo estp minor au writer minsan panggulo'],ESTP
9,1490860041435774976,jyubeiaryuu,L kampretudin.,['add mbti put 4 character type sy estp apa nama julukannya aowkwowk'],ESTP
10,1395952028417884163,foxietaru,El-Nath🦊,['add mbti put 4 character type im estp'],ESTP
11,1331348780864696322,sangokakutrees,sitara hates thua !! 🌺,['estp 8 cognitive function top 4 strongest'],ESTP
12,1241348781288742912,bukanxace,jiken,['add mbti put 4 character type estp hereindex pointing'],ESTP
13,1654639424905310209,hyeelliee,gabiru,['add mbti put 4 character mbti estp'],ESTP
14,1413447735768801287,kreziuiu,krez : ia madalas,['hii im krez looking friendly interactive moot filo estp minor au writer minsan p'],ESTP
15,1507108494171910153,kshcharm,sil ☕️,['yeaah longer twinning skdkd got turned cursed estp loudly cry facepeople hugging'],ESTP
16,1308577326,AnaLuiz98216469,7,['name jung ahyeon flag south korea birthday 11th april 2007 position vocalist dancer rapper mbti estp train'],ESTP
17,1626933515119112192,hvnptrk,scarlet ✮ HAERIN & SEUNGHEON DAY !!,['day 12 looking interactive moot kaden hehim estp mainly bg stan im stay p1ece lyon army e'],ESTP
18,1645707259014680576,mariocartwheels,ur favorite bamtori | closed.,['day 12 looking interactive moot kaden hehim estp mainly bg stan im stay p1ece lyon army e'],ESTP
19,1387317317424406536,fettstea,shann 🌿 waiting for tbobf s2,['infp believe nothing estp fun'],ESTP
20,1407745946750832641,gabut_mang,NDRyyyyyyyy,['add mbti put 4 character type estp victory handvictory hand'],ESTP
21,1466260479752359938,jonghomallow,sushi,['day 12 looking interactive moot kaden hehim estp mainly bg stan im stay p1ece lyon army e'],ESTP
22,1312063193532030977,kimseungminonly,seungmins bf ★⁵,['day 12 looking interactive moot kaden hehim estp mainly bg stan im stay p1ece lyon army'],ESTP
23,1478970358329856000,vconnection_,zan \V/ stream tag tag tag or i boil ur nails,['day 11 looking interactive moot kaden hehim estp mainly bg stan im stay p1ece lyon army e'],ESTP
24,1386427635123773441,maria_estp,𝖬,['need love'],ESTP
25,1366995189756276737,yuri_estp,Albino que não é albino,['protagonist real protagonist'],ESTP
26,1421746983350509569,Mwashmallxxxw,Mwashmallxw,['intp seoho estp yonghoon thing'],ESTP
27,1331620633726259200,ssefnum,"Ssefnum ON, cek likes. 💚",['salutation ssefnumlings ive started new life currently dire find lot new friend enliven'],ESTP
28,1467410950131105792,choimfs,ً,['day 11 looking interactive moot kaden hehim estp mainly bg stan im stay p1ece lyon army e'],ESTP
29,1477019816057716738,Sheena89643730,Sheenamiyyy,['name jung ahyeon flag south korea birthday 11th april 2007 position vocalist dancer rapper mbti estp train'],ESTP
