,user_id,user_screen_name,user_name,text,personality_type
0,1619719315464519685,niniyaazz,niya✿,@taeraebokki I need hao and yujin as guest cause hao is also isfp and yujin is also a maknae,ISFP
1,1331620633726259200,ssefnum,"Ssefnum ON, cek likes. 💚",my tl is as dry as the desert and by here i want to expand my social circle. a brief about me that i go by feminine… https://t.co/QskSi5cRqm,ISFP
2,1402699693109485572,txtinhos,gab,@meumarkrenmin omg isfp besties,ISFP
3,1517477413264920576,_svtshua,joshua's 여보 🌻,from intp - isfp - isfp. wow the consistency hahahahaha https://t.co/5gV62FLIbt,ISFP
4,1309728901904478208,kyuuchew,sya,@catquanrui I thought im extrovert person turn out im isfp 😦,ISFP
5,1607503049324371969,eepystarshine,Ena,@koipuffs I almost shat myself bcbi thought it said isfp (me) and I wasnlike IM A SHINJI?!?!??!,ISFP
6,1304801547902091265,cellnxxb,cellnxxb,@isfp_k Doubt？,ISFP
7,1644066061464096794,trickhaus,mave,@joongkyus i used a different website other than 16personalities and got an mbti that was really accurate i did a w… https://t.co/kn7kRSR0ei,ISFP
8,1241560476292702213,ABasementCat,Basement Cat,"For May 18th, we have: 
Flickerkit
Finchlight
Nightheart

Note: I mostly went with Taurus for Nightheart because it… https://t.co/THZ82feDCa",ISFP
9,1422813694350688261,isfp___xrinp_oO,.,"RT @TXT_bighit: D.C. was full of Sugar 🍯

🔗 https://t.co/FQGvJblvkT

#투모로우바이투게더 #TOMORROW_X_TOGETHER #TXT #ACT_SWEET_MIRAGE #TXT_ASM_TOUR",ISFP
10,1460774618134765571,Profokiev,Profokiev || AIB Era,"She's esfp??? Not isfp??? Again esfp 4 being labelled as introvert, common mistake https://t.co/l5y1GFdqep",ISFP
11,2540635824,sevialee7,SIAP MENCINTAI ZB1! TAERAE HAOBIN,@zhxngbiin Isfp = istigfar,ISFP
12,1559786778068131841,isfp_girl07,はいからさん@shanbin,RT @shbpics: breathtaking https://t.co/LHRENEwCDj,ISFP
13,262795624,PersonalityHack,Personality Hacker,"Full Episode 478: https://t.co/xU8gDaHQgW

ISFP Career Shifts Over Time

#isfp #careers #16personalities #MBTI… https://t.co/2IpqGKexp6",ISFP
14,1234449371338395648,moonsearth99,Sarachiii⁷,"I'm ISFP.. jk used to be isfp
We both can paint (or at least i think i can paint)
We're quiet but actually loud https://t.co/X9v5b1D5HK",ISFP
15,1253850385824886784,nancyfication,ᴅʏ 💎,@mmld_stannn oh isfp gang ☺️,ISFP
16,1074915294768852992,mmld_stannn,pichy_theworld,@nancyfication I’m also ISFP😆,ISFP
