,user_id,user_screen_name,user_name,text,personality_type
0,1509146459165245441,ramyeonzzn__,eli ☆,"RT @txtmichsser: hiii i’m michh i’m looking for interactive eng moots 

✩ she/her, infp
✩ not new to #kpoptwt / #stantwt 
✩ my ults are les…",INFP
1,1570247220691357697,jewberri,luen 🧚🏻‍♀️ yes baby (ia),"RT @yutapalagi: hi i’m ej &gt;&lt;

she/her, infp, minor, filo, not new to #stantwt #kpoptwt
lf interactive filo nctzen moots !!!

thx so muchhh 🙌",INFP
2,1462148699547656192,TheHalleysystem,Lucifer's child,"RT @lovelyckiee: helloo! i'm new to #studytwt, so i'm lookin for a new moots &amp; study buddies ^⁠_⁠_⁠_⁠_⁠_⁠_⁠_⁠^

about me:
(⁠★) call me lala…",INFP
3,1337838841709867008,hehetpyeongie,roms ★⁵ ATZ GO PINNED,"RT @SophiaGable: RESTARTING pt4

hi hi I'm sophia! not new to #stantwt/ #kpoptwt, I'm looking for more interactive moots!

✧she/her, 19, in…",INFP
4,1584630888209555456,Nani_INFP,Na-ni_INFP🌙 Binnie I will remember you 💜,"RT @astroslyricbot: My candy sugar pop
Tell me to take you tonight
I'll take you there at the end of the universe
Light is filled around yo…",INFP
5,1466260479752359938,jonghomallow,sushi,"RT @svcellie: (day 2) hi ! i'm Cielle, and i'm looking for interactive moots ! i'm also new to #stantwt and #kpoptwt 

✧ infp, she/her 
✧ m…",INFP
6,1466260479752359938,jonghomallow,sushi,"RT @wonieruarikis: ੈ✩‧₊˚ hii ! i’m hayley ! i’m looking for interactive moots!! (о´∀`о)

✩ she/her | ‘06 | chinese | infp/intp-t ! 
✩ not n…",INFP
7,1408835789069295616,tyongiehyung,eyem,i abhor being an infp and i'm an infp to the core.,INFP
8,767504623,shir0ihebi,kool kat,"add your mbti and put 4 characters that have the same mbti as you !

infp ❤️‍🩹 https://t.co/E089S2G1bi https://t.co/eplXtRQgkw",INFP
9,1657023150083780611,cakielle,elle ✧･ﾟ: *,"RT @tzuleep: annyeonghasibnikka! I am tzu! I am looking for new buddies/moots here in #studytwt and #booktwt!

- '05, college freshman
- he…",INFP
10,1375945250385104897,TurnBackLime,Zion,"add your mbti and put four characters that have the same mbti as you

INFP https://t.co/YAiEEWBAD0 https://t.co/qlw4V5o1YB",INFP
11,1557867038814572545,hyunmo_moring,MOMORING★⁵,"RT @txtmichsser: hiii i’m michh i’m looking for interactive eng moots 

✩ she/her, infp
✩ not new to #kpoptwt / #stantwt 
✩ my ults are les…",INFP
12,1526442108881879041,fleurdebae,el,"add your mbti and put 4 characters that have same mbti as you.

infp ✊ https://t.co/l4ykyDSEew https://t.co/m2ZQPMUopO",INFP
13,1600906360866017281,jwnzby,ً,"RT @SophiaGable: RESTARTING pt4

hi hi I'm sophia! not new to #stantwt/ #kpoptwt, I'm looking for more interactive moots!

✧she/her, 19, in…",INFP
14,1467410950131105792,choimfs,ً,"RT @SophiaGable: RESTARTING pt4

hi hi I'm sophia! not new to #stantwt/ #kpoptwt, I'm looking for more interactive moots!

✧she/her, 19, in…",INFP
