,user_id,user_screen_name,user_name,words,personality_type
0,1476221448301781004,iCatHirano,tommy,"['add', 'ur', 'mbti', 'put', '4', 'character', 'mbti', 'esfp', 'acho', 'uma', 'mentira', 'sasaki', 'ser', 'esfp']",ESFP
1,1331620633726259200,ssefnum,"Ssefnum ON, cek likes. 💚","['im', 'attempting', 'gain', 'lot', 'new', 'comrade', 'here', 'shout', 'bestowing', 'warmest', 'regard', 'start', 'go', 'h']",ESFP
2,1413989205890457601,HIRA_SHIZU,𝐓𝐇𝐄𝐘 𝐂𝐀𝐋𝐋 𝐌𝐄 𝐇𝐈𝐑𝐀 𒉭,"['esfp', 'infp', 'friend', 'really', 'want', 'entj', 'intp', 'friend', 'specially', 'intps']",ESFP
3,1389755533469515776,neworderslut,Steven The Second🔞🐶,"['im', 'esfp', 'mean']",ESFP
4,2297770533,esfp_7,🕯️,"['youre', 'going', 'hell', 'keep', 'going']",ESFP
5,1011100897315733504,mbtitime,MJ ☻ Jungian Onion,"['_ツ_', 'forgive', 'b', 'forget', 'c', 'cut', 'depends']",ESFP
6,1499123808514494465,luvrplu,pluto ♡ caitlin 🎧 cae day !,"['hii', 'im', 'rinn', 'im', 'currently', 'looking', 'interactive', 'moot', 'fandom']",ESFP
7,828670856956100612,inkedinoir,lyra,"['mikaela', 'langdon', 'twentyfive', 'british', 'esfp', 'capricorn', 'bisexual', 'htt']",ESFP
8,1419078670283460610,buddycaratnaV,"qis🤟 loves umji, jay & joshua","['tried', 'soulmate', 'mbti', 'partner', 'using', 'kstone', 'got', 'esfp', 'partner', 'kissing', 'face', 'closed', 'eyeskissing', 'face', 'closed', 'eye', 'still', 'chance', 'kissing', 'face', 'smiling', 'eyeskissing', 'face', 'smiling', 'eye']",ESFP
9,1267453848311853056,YumOnigiri,belle | A proud Jaystar🌟 but loving zb1,"['esfp', 'every', 'enfp', 'oomfies', 'disaster']",ESFP
10,1331348780864696322,sangokakutrees,sitara hates thua !! 🌺,"['esfp', '8', 'cognitive', 'function', 'top', '4', 'strongest']",ESFP
11,1267453848311853056,YumOnigiri,belle | A proud Jaystar🌟 but loving zb1,"['world', 'hate', 'esfp', 'guess', 'bye', 'world', 'nice', 'knowing']",ESFP
12,880952849860919296,monoceali,pin,"['add', 'mbti', 'put', '4', 'character', 'type', 'im', 'esfp']",ESFP
13,1162750642185576451,eu3yu,✘,"['add', 'ur', 'mbti', 'put', '4', 'character', 'mbti', 'im', 'esfp']",ESFP
14,1491614777268834306,svcellie,ؘؘ,"['hii', 'im', 'rinn', 'im', 'currently', 'looking', 'interactive', 'moot', 'fandom']",ESFP
15,850783727395491840,Migsssg,Mιgυ,"['add', 'ur', 'mbti', 'put', '4', 'character', 'mbti', 'esfp', 'ole']",ESFP
16,1372593287077498885,STRAYXDOGGO,* 𝕾𝐭𝐫𝐚𝐲 𝐝𝐨𝐠.,"['𝐄𝐒𝐅𝐏', 'extraverted', 'sensing', 'feeling', 'perceiving', 'people', 'esfp', 'personality', 'type', 'often', 'described', 'spontaneo']",ESFP
17,1369751530610561024,hightowerys,nellie,"['add', 'mbti', 'put', '4', 'character', 'mbti', 'esfp']",ESFP
